call_id,incident_id,latitude,longitude,reported_type,timestamp,caller,confidence,hash_key
CALL00243,INC0125,13.03076,77.567027,police,2025-12-10 18:11:33,+917538452647,0.83,13.031_77.567|police
CALL00244,INC0084,12.993655,77.537432,fire,2025-12-10 14:46:40,+919262036614,0.77,12.994_77.537|fire
CALL00245,INC0196,12.910218,77.619199,medical,2025-12-10 12:41:45,+917578089143,0.6,12.91_77.619|medical
CALL00246,INC0097,12.996575,77.679886,police,2025-12-10 16:48:54,+917727211861,0.9,12.997_77.68|police
CALL00247,INC0004,12.976478,77.519936,fire,2025-12-10 09:42:55,+917149031131,0.7,12.976_77.52|fire
CALL00248,INC0139,12.911152,77.619285,fire,2025-12-11 03:29:44,+919937530296,0.89,12.911_77.619|fire
CALL00249,INC0128,13.01754,77.509819,police,2025-12-10 11:19:12,+916665331102,0.81,13.018_77.51|police
CALL00250,INC0196,12.909964,77.619418,fire,2025-12-10 14:15:00,+918124885987,0.57,12.91_77.619|fire
CALL00251,INC0093,12.904979,77.5705,fire,2025-12-10 23:24:31,+916110614443,0.97,12.905_77.57|fire
CALL00252,INC0135,12.925415,77.562744,fire,2025-12-10 14:51:36,+917597321499,0.79,12.925_77.563|fire
CALL00253,INC0147,13.09174,77.506806,fire,2025-12-10 20:30:34,+917725917721,0.73,13.092_77.507|fire
CALL00254,INC0051,13.092475,77.68096,fire,2025-12-10 19:46:58,+918643308020,0.92,13.092_77.681|fire
CALL00255,INC0003,13.095069,77.613763,fire,2025-12-11 02:42:00,+919463766967,0.62,13.095_77.614|fire
CALL00256,INC0135,12.925754,77.562201,fire,2025-12-11 02:59:12,+918944773926,0.69,12.926_77.562|fire
CALL00257,INC0140,12.918267,77.66645,fire,2025-12-10 19:59:36,+916414910169,0.51,12.918_77.666|fire
CALL00258,INC0065,13.051177,77.648607,police,2025-12-11 01:20:36,+916454867906,0.76,13.051_77.649|police
CALL00259,INC0121,12.990646,77.681579,fire,2025-12-10 20:48:22,+918192180674,0.9,12.991_77.682|fire
CALL00260,INC0017,12.989426,77.660056,medical,2025-12-10 21:04:20,+918133652329,0.66,12.989_77.66|medical
CALL00261,INC0181,12.962672,77.535083,police,2025-12-11 04:13:39,+918547603966,0.82,12.963_77.535|police
CALL00262,INC0079,12.961256,77.631625,fire,2025-12-11 02:11:40,+919579604223,0.87,12.961_77.632|fire
CALL00263,INC0025,13.009552,77.612803,fire,2025-12-10 22:23:31,+919918332135,0.78,13.01_77.613|fire
CALL00264,INC0145,13.073427,77.681825,fire,2025-12-10 21:29:36,+918915688922,0.84,13.073_77.682|fire
CALL00265,INC0115,12.934156,77.658509,fire,2025-12-10 21:37:05,+917195657715,0.87,12.934_77.659|fire
CALL00266,INC0070,12.917797,77.520205,police,2025-12-10 15:05:36,+916629814909,0.6,12.918_77.52|police
CALL00267,INC0109,13.088691,77.509649,medical,2025-12-11 01:48:00,+918753321208,0.65,13.089_77.51|medical
CALL00268,INC0049,12.985607,77.62324,medical,2025-12-11 00:31:36,+917107614149,0.92,12.986_77.623|medical
CALL00269,INC0131,12.936409,77.602864,fire,2025-12-11 02:22:54,+916613258015,0.78,12.936_77.603|fire
CALL00270,INC0097,12.996922,77.679917,police,2025-12-10 13:28:30,+916188975160,0.67,12.997_77.68|police
CALL00271,INC0099,12.940606,77.631916,police,2025-12-10 17:02:00,+919552268546,0.78,12.941_77.632|police
CALL00272,INC0162,13.073455,77.609656,fire,2025-12-10 15:33:20,+919007508318,0.56,13.073_77.61|fire
CALL00273,INC0163,13.004048,77.690879,medical,2025-12-10 11:15:39,+917506133152,0.68,13.004_77.691|medical
CALL00274,INC0179,12.983731,77.536762,fire,2025-12-10 16:54:18,+916824272262,0.82,12.984_77.537|fire
CALL00275,INC0170,12.982052,77.608666,fire,2025-12-10 11:49:10,+916041014215,0.57,12.982_77.609|fire
CALL00276,INC0150,13.053764,77.664851,police,2025-12-11 05:23:24,+916207364302,0.61,13.054_77.665|police
CALL00277,INC0029,13.0653,77.602845,medical,2025-12-11 01:23:22,+918732265804,0.51,13.065_77.603|medical
CALL00278,INC0138,12.958962,77.692175,medical,2025-12-10 11:05:20,+918245326116,0.5,12.959_77.692|medical
CALL00279,INC0027,13.009773,77.61829,police,2025-12-11 02:40:39,+917762898666,0.5,13.01_77.618|police
CALL00280,INC0090,12.94345,77.509041,fire,2025-12-11 02:07:20,+918996510402,0.65,12.943_77.509|fire
CALL00281,INC0020,12.905222,77.566586,police,2025-12-10 08:56:12,+919704629644,0.74,12.905_77.567|police
CALL00282,INC0049,12.985399,77.623754,medical,2025-12-10 23:02:24,+917165503981,0.59,12.985_77.624|medical
CALL00283,INC0193,13.090105,77.695045,medical,2025-12-10 09:29:37,+919691826136,0.59,13.09_77.695|medical
CALL00284,INC0098,13.087593,77.519673,fire,2025-12-10 22:59:20,+917788712923,0.84,13.088_77.52|fire
CALL00285,INC0017,12.989365,77.660299,medical,2025-12-11 02:07:45,+916087837134,0.81,12.989_77.66|medical
CALL00286,INC0001,13.011639,77.629571,medical,2025-12-10 13:05:04,+918855287217,0.76,13.012_77.63|medical
CALL00287,INC0029,13.064818,77.602517,medical,2025-12-11 00:39:43,+919456602586,0.58,13.065_77.603|medical
CALL00288,INC0080,12.934221,77.646352,police,2025-12-10 13:02:24,+916038699622,0.53,12.934_77.646|police
CALL00289,INC0110,12.960054,77.631103,police,2025-12-11 06:47:56,+918975898295,1.0,12.96_77.631|police
CALL00290,INC0140,12.918291,77.667085,fire,2025-12-10 10:29:50,+918584184440,0.76,12.918_77.667|fire
CALL00291,INC0045,13.04534,77.680878,medical,2025-12-11 07:50:45,+919219054880,0.62,13.045_77.681|medical
CALL00292,INC0196,12.910152,77.619375,fire,2025-12-11 07:11:52,+916808486031,0.56,12.91_77.619|fire
CALL00293,INC0052,12.951622,77.522604,medical,2025-12-10 17:26:28,+916278221651,0.56,12.952_77.523|medical
CALL00294,INC0038,13.046074,77.563519,medical,2025-12-11 04:39:42,+919716301488,0.81,13.046_77.564|medical
CALL00295,INC0190,13.077327,77.514163,medical,2025-12-11 00:28:15,+918466239718,0.79,13.077_77.514|medical
CALL00296,INC0086,13.044994,77.556116,fire,2025-12-11 03:58:48,+919627784848,0.59,13.045_77.556|fire
CALL00297,INC0022,13.006075,77.562082,medical,2025-12-10 16:05:06,+918629272031,0.63,13.006_77.562|medical
CALL00298,INC0107,12.986794,77.627068,police,2025-12-11 01:52:48,+917252657992,0.85,12.987_77.627|police
CALL00299,INC0112,12.982493,77.692124,police,2025-12-10 23:26:54,+916700375189,0.79,12.982_77.692|police
CALL00300,INC0029,13.065366,77.602735,medical,2025-12-11 08:35:00,+918385116651,0.55,13.065_77.603|medical
CALL00301,INC0067,13.07654,77.626231,police,2025-12-10 21:57:47,+919657521017,0.62,13.077_77.626|police
CALL00302,INC0188,12.962075,77.598808,police,2025-12-11 06:18:52,+919100012124,0.57,12.962_77.599|police
CALL00303,INC0178,13.050543,77.532931,medical,2025-12-10 08:45:27,+916153396247,0.89,13.051_77.533|medical
CALL00304,INC0017,12.989508,77.659602,medical,2025-12-10 16:57:04,+916423979000,0.79,12.99_77.66|medical
CALL00305,INC0034,12.951383,77.502218,police,2025-12-11 08:49:25,+919504744795,0.81,12.951_77.502|police
CALL00306,INC0106,12.930975,77.593459,medical,2025-12-10 09:36:54,+918894389499,0.85,12.931_77.593|medical
CALL00307,INC0160,13.030007,77.587556,police,2025-12-10 15:35:23,+919251749126,0.53,13.03_77.588|police
CALL00308,INC0139,12.911002,77.61925,police,2025-12-10 21:00:16,+919529208682,0.56,12.911_77.619|police
CALL00309,INC0030,13.017814,77.600616,police,2025-12-10 08:36:03,+919298785616,0.73,13.018_77.601|police
CALL00310,INC0009,13.096295,77.688061,police,2025-12-11 04:45:10,+917153817719,0.83,13.096_77.688|police
CALL00311,INC0183,13.007199,77.567243,medical,2025-12-10 20:41:57,+916916628585,0.54,13.007_77.567|medical
CALL00312,INC0195,13.068419,77.528809,fire,2025-12-10 19:10:48,+919474934374,0.61,13.068_77.529|fire
CALL00313,INC0017,12.989384,77.659353,medical,2025-12-10 23:49:26,+916471123215,0.84,12.989_77.659|medical
CALL00314,INC0014,13.094074,77.517265,police,2025-12-10 14:53:26,+919543101622,0.54,13.094_77.517|police
CALL00315,INC0098,13.087707,77.519344,fire,2025-12-10 18:03:45,+919470299972,0.53,13.088_77.519|fire
CALL00316,INC0180,13.008826,77.523021,medical,2025-12-11 00:45:56,+916968155484,0.74,13.009_77.523|medical
CALL00317,INC0125,13.03026,77.567057,police,2025-12-11 01:20:49,+917140371447,0.65,13.03_77.567|police
CALL00318,INC0104,13.023553,77.561095,medical,2025-12-10 20:11:24,+919849884941,0.75,13.024_77.561|medical
CALL00319,INC0111,13.040588,77.541307,police,2025-12-10 16:56:59,+918409863686,0.66,13.041_77.541|police
CALL00320,INC0140,12.91791,77.667044,fire,2025-12-10 17:41:20,+917784271651,0.52,12.918_77.667|fire
CALL00321,INC0160,13.030515,77.587252,police,2025-12-10 13:15:39,+919685795429,0.53,13.031_77.587|police
CALL00322,INC0139,12.911102,77.619031,police,2025-12-10 18:33:16,+916916925521,0.8,12.911_77.619|police
CALL00323,INC0030,13.017507,77.600768,police,2025-12-10 09:15:22,+916597929923,0.63,13.018_77.601|police
CALL00324,INC0200,12.996469,77.604408,medical,2025-12-10 21:57:00,+918917051782,0.53,12.996_77.604|medical
CALL00325,INC0068,13.065006,77.579496,medical,2025-12-10 14:30:00,+916928796940,0.83,13.065_77.579|medical
CALL00326,INC0169,12.926388,77.551662,fire,2025-12-11 04:49:40,+917462805610,0.88,12.926_77.552|fire
CALL00327,INC0147,13.09196,77.506401,fire,2025-12-10 18:54:00,+918455566845,0.66,13.092_77.506|fire
CALL00328,INC0147,13.091562,77.506711,fire,2025-12-10 23:51:12,+919602529111,0.99,13.092_77.507|fire
CALL00329,INC0100,12.930853,77.522546,medical,2025-12-10 12:50:37,+919182292555,0.61,12.931_77.523|medical
CALL00330,INC0147,13.091599,77.505926,fire,2025-12-11 07:00:30,+917922745300,0.63,13.092_77.506|fire
CALL00331,INC0036,13.071018,77.547279,medical,2025-12-10 09:28:16,+919649354305,0.62,13.071_77.547|medical
CALL00332,INC0168,13.04403,77.527584,fire,2025-12-11 03:27:32,+916017635468,0.87,13.044_77.528|fire
CALL00333,INC0160,13.029881,77.587468,police,2025-12-11 07:13:03,+917639217098,0.58,13.03_77.587|police
CALL00334,INC0033,13.070906,77.691607,fire,2025-12-11 11:27:44,+919078946750,0.53,13.071_77.692|fire
CALL00335,INC0052,12.951505,77.523143,fire,2025-12-11 03:43:40,+918110897756,0.81,12.952_77.523|fire
CALL00336,INC0161,12.988094,77.685266,medical,2025-12-10 21:04:00,+919592062841,0.66,12.988_77.685|medical
CALL00337,INC0116,13.026015,77.616828,fire,2025-12-11 11:53:46,+917090096028,0.75,13.026_77.617|fire
CALL00338,INC0127,12.92405,77.592945,fire,2025-12-11 00:54:00,+918199886205,0.88,12.924_77.593|fire
CALL00339,INC0036,13.071361,77.54758,medical,2025-12-10 10:43:51,+919376820034,0.99,13.071_77.548|medical
CALL00340,INC0062,13.012025,77.633235,fire,2025-12-10 20:16:40,+916684104470,0.81,13.012_77.633|fire
CALL00341,INC0074,13.009322,77.591849,medical,2025-12-10 21:44:05,+918902343102,0.73,13.009_77.592|medical
CALL00342,INC0182,12.960841,77.60223,fire,2025-12-10 10:45:18,+919624514574,0.86,12.961_77.602|fire
CALL00343,INC0110,12.960634,77.630748,police,2025-12-10 15:31:37,+919606961828,0.65,12.961_77.631|police
CALL00344,INC0022,13.005981,77.562123,medical,2025-12-11 05:12:48,+919451972557,0.67,13.006_77.562|medical
CALL00345,INC0054,13.039547,77.625091,fire,2025-12-10 20:10:15,+916302665254,0.69,13.04_77.625|fire
CALL00346,INC0006,12.981782,77.622776,police,2025-12-10 17:30:54,+916392112132,0.84,12.982_77.623|police
CALL00347,INC0007,13.001774,77.6561,fire,2025-12-11 06:39:05,+916540443124,0.59,13.002_77.656|fire
CALL00348,INC0167,12.994494,77.657842,medical,2025-12-10 21:32:00,+918172911737,0.66,12.994_77.658|medical
CALL00349,INC0179,12.983829,77.536951,fire,2025-12-11 00:23:01,+919897430331,0.57,12.984_77.537|fire
CALL00350,INC0029,13.065165,77.602905,medical,2025-12-11 01:30:00,+918939391943,0.56,13.065_77.603|medical
CALL00351,INC0198,13.016359,77.575782,medical,2025-12-10 13:45:09,+919589400377,0.87,13.016_77.576|medical
CALL00352,INC0002,13.089353,77.60577,medical,2025-12-11 03:39:12,+917454713670,0.7,13.089_77.606|medical
CALL00353,INC0175,12.953261,77.539486,medical,2025-12-10 18:41:17,+918355312777,0.92,12.953_77.539|medical
CALL00354,INC0036,13.071554,77.547249,medical,2025-12-11 03:28:12,+919441982511,0.84,13.072_77.547|medical
CALL00355,INC0082,13.069613,77.530888,fire,2025-12-10 20:31:25,+919232453002,0.69,13.07_77.531|fire
CALL00356,INC0050,12.966057,77.655899,fire,2025-12-10 23:43:24,+917599453433,0.94,12.966_77.656|fire
CALL00357,INC0013,12.905984,77.657329,police,2025-12-11 05:13:18,+916393728200,0.97,12.906_77.657|police
CALL00358,INC0112,12.983045,77.692674,police,2025-12-10 10:05:18,+919433047812,0.76,12.983_77.693|police
CALL00359,INC0074,13.009101,77.591623,medical,2025-12-11 02:56:50,+916390743508,0.72,13.009_77.592|medical
CALL00360,INC0034,12.951363,77.501844,police,2025-12-10 17:12:00,+918832370460,0.96,12.951_77.502|police
CALL00361,INC0009,13.096315,77.687887,police,2025-12-11 00:44:47,+918979373222,0.82,13.096_77.688|police
CALL00362,INC0103,12.933836,77.674399,fire,2025-12-10 21:34:30,+919160948097,0.69,12.934_77.674|fire
CALL00363,INC0061,13.016488,77.642704,medical,2025-12-10 23:55:54,+919108395704,0.71,13.016_77.643|medical
CALL00364,INC0117,13.017905,77.629298,medical,2025-12-10 19:49:48,+916695973368,0.94,13.018_77.629|medical
CALL00365,INC0052,12.951982,77.522698,fire,2025-12-11 07:31:20,+916603194969,0.52,12.952_77.523|fire
CALL00366,INC0164,13.068464,77.631018,fire,2025-12-11 07:47:24,+919733090564,0.75,13.068_77.631|fire
CALL00367,INC0056,12.912391,77.664856,police,2025-12-11 10:11:59,+917410748772,0.78,12.912_77.665|police
CALL00368,INC0197,12.92371,77.610561,fire,2025-12-10 20:58:56,+917897247633,0.8,12.924_77.611|fire
CALL00369,INC0132,12.979279,77.524575,fire,2025-12-11 12:05:06,+916248446212,0.95,12.979_77.525|fire
CALL00370,INC0169,12.926901,77.551439,fire,2025-12-11 12:22:00,+919094885849,0.69,12.927_77.551|fire
CALL00371,INC0024,13.011557,77.633235,medical,2025-12-10 12:38:15,+919334489747,0.94,13.012_77.633|medical
CALL00372,INC0197,12.924394,77.611215,fire,2025-12-10 16:16:00,+917119555167,0.64,12.924_77.611|fire
CALL00373,INC0007,13.001719,77.65571,fire,2025-12-10 15:58:41,+916745624877,0.87,13.002_77.656|fire
CALL00374,INC0022,13.006322,77.562903,fire,2025-12-10 11:25:42,+916615154959,0.59,13.006_77.563|fire
CALL00375,INC0085,13.022704,77.69787,police,2025-12-10 12:03:45,+919636883336,0.75,13.023_77.698|police
CALL00376,INC0104,13.023954,77.560642,fire,2025-12-11 05:12:08,+918333633246,0.5,13.024_77.561|fire
CALL00377,INC0077,13.051229,77.559516,fire,2025-12-10 09:21:41,+916024046956,0.94,13.051_77.56|fire
CALL00378,INC0093,12.904151,77.569936,fire,2025-12-10 12:30:54,+917051115043,0.77,12.904_77.57|fire
CALL00379,INC0037,12.951894,77.681112,fire,2025-12-11 14:06:34,+918896442106,0.96,12.952_77.681|fire
CALL00380,INC0131,12.936544,77.602373,medical,2025-12-11 04:41:20,+917494726253,0.91,12.937_77.602|medical
CALL00381,INC0154,13.034994,77.687437,police,2025-12-11 08:45:54,+919954172746,0.65,13.035_77.687|police
CALL00382,INC0036,13.071057,77.547237,medical,2025-12-11 01:49:36,+917532341222,0.66,13.071_77.547|medical
CALL00383,INC0024,13.011429,77.633011,medical,2025-12-10 08:38:18,+918131531571,0.58,13.011_77.633|medical
CALL00384,INC0032,12.94052,77.528449,medical,2025-12-11 00:19:12,+916695210306,0.62,12.941_77.528|medical
CALL00385,INC0053,13.048084,77.599168,fire,2025-12-11 09:40:00,+919832324476,0.72,13.048_77.599|fire
CALL00386,INC0092,12.900748,77.67871,fire,2025-12-11 12:11:58,+917400794748,0.8,12.901_77.679|fire
CALL00387,INC0013,12.906582,77.657211,police,2025-12-11 11:05:24,+918442752927,0.77,12.907_77.657|police
CALL00388,INC0101,12.940739,77.572728,medical,2025-12-10 10:54:36,+917165933270,0.91,12.941_77.573|medical
CALL00389,INC0010,12.979804,77.592351,police,2025-12-10 19:46:41,+917800675284,0.73,12.98_77.592|police
CALL00390,INC0076,13.034974,77.500114,police,2025-12-10 08:32:30,+917027248236,0.59,13.035_77.5|police
CALL00391,INC0085,13.022627,77.697791,medical,2025-12-10 08:58:39,+919533630149,0.65,13.023_77.698|medical
CALL00392,INC0136,12.920431,77.650562,police,2025-12-11 07:57:20,+916788168426,0.52,12.92_77.651|police
CALL00393,INC0159,13.041149,77.622851,medical,2025-12-10 08:45:51,+916314550756,0.88,13.041_77.623|medical
CALL00394,INC0170,12.982403,77.608447,fire,2025-12-10 16:19:04,+918285755171,0.59,12.982_77.608|fire
CALL00395,INC0157,13.002648,77.51971,medical,2025-12-11 01:59:40,+918365052149,0.51,13.003_77.52|medical
CALL00396,INC0017,12.989781,77.660195,medical,2025-12-10 23:17:24,+919659843139,0.58,12.99_77.66|medical
CALL00397,INC0177,12.98083,77.537093,police,2025-12-10 09:52:29,+919630368143,0.6,12.981_77.537|police
CALL00398,INC0063,13.080567,77.592096,police,2025-12-11 13:37:44,+916178235122,0.86,13.081_77.592|police
CALL00399,INC0055,12.937029,77.570446,police,2025-12-10 20:18:09,+918347511998,0.97,12.937_77.57|police
CALL00400,INC0179,12.984295,77.536068,fire,2025-12-11 12:33:20,+917139850411,0.87,12.984_77.536|fire
CALL00401,INC0148,12.953384,77.560691,police,2025-12-10 15:27:47,+918349231811,0.54,12.953_77.561|police
CALL00402,INC0026,12.899711,77.681082,police,2025-12-11 11:21:30,+917705926884,0.62,12.9_77.681|police
CALL00403,INC0170,12.982025,77.608333,fire,2025-12-11 13:53:21,+918036869623,0.7,12.982_77.608|fire
CALL00404,INC0102,13.015183,77.583175,fire,2025-12-11 05:53:00,+919493689010,0.83,13.015_77.583|fire
CALL00405,INC0030,13.01776,77.600665,police,2025-12-10 10:42:00,+918358503550,0.55,13.018_77.601|police
CALL00406,INC0133,13.096392,77.538779,police,2025-12-10 22:39:40,+918507666860,0.57,13.096_77.539|police
CALL00407,INC0017,12.989589,77.660003,medical,2025-12-10 21:54:21,+919099650430,0.93,12.99_77.66|medical
CALL00408,INC0161,12.988152,77.685237,fire,2025-12-11 12:33:36,+917369740504,0.51,12.988_77.685|fire
CALL00409,INC0054,13.039514,77.625784,police,2025-12-10 16:58:31,+918451332955,0.82,13.04_77.626|police
CALL00410,INC0027,13.009755,77.617844,police,2025-12-11 16:54:50,+918313599792,0.81,13.01_77.618|police
CALL00411,INC0094,12.953801,77.664605,fire,2025-12-11 01:48:36,+918679917112,0.96,12.954_77.665|fire
CALL00412,INC0121,12.991033,77.681741,fire,2025-12-11 03:47:56,+919770500669,0.94,12.991_77.682|fire
CALL00413,INC0110,12.960122,77.630446,police,2025-12-11 08:53:41,+918301345042,0.85,12.96_77.63|police
CALL00414,INC0104,13.023827,77.56103,fire,2025-12-10 15:14:42,+917045337868,0.9,13.024_77.561|fire
CALL00415,INC0094,12.953291,77.664079,police,2025-12-11 07:58:40,+917105963465,0.94,12.953_77.664|police
CALL00416,INC0174,13.051427,77.601488,medical,2025-12-11 02:57:04,+916475775897,0.99,13.051_77.601|medical
CALL00417,INC0155,13.015886,77.536917,medical,2025-12-10 19:21:06,+917295255131,0.59,13.016_77.537|medical
CALL00418,INC0022,13.006246,77.562024,medical,2025-12-10 22:58:42,+919849603061,0.92,13.006_77.562|medical
CALL00419,INC0080,12.93387,77.646187,police,2025-12-11 09:08:24,+919310223142,0.81,12.934_77.646|police
CALL00420,INC0195,13.068827,77.527986,fire,2025-12-11 02:33:00,+919347776196,0.53,13.069_77.528|fire
CALL00421,INC0049,12.985158,77.623507,medical,2025-12-11 09:01:34,+917431481529,0.74,12.985_77.624|medical
CALL00422,INC0150,13.05457,77.664783,police,2025-12-10 13:02:26,+918307364691,0.88,13.055_77.665|police
CALL00423,INC0065,13.051254,77.648476,police,2025-12-10 08:42:18,+919063206025,0.76,13.051_77.648|police
CALL00424,INC0074,13.008943,77.592242,medical,2025-12-10 11:24:56,+918382704777,0.76,13.009_77.592|medical
CALL00425,INC0134,13.028764,77.587057,police,2025-12-11 13:02:30,+919764531599,0.68,13.029_77.587|police
CALL00426,INC0183,13.007316,77.567325,medical,2025-12-11 16:25:24,+918245651594,0.82,13.007_77.567|medical
CALL00427,INC0074,13.008723,77.591423,medical,2025-12-11 17:34:01,+917199594845,0.94,13.009_77.591|medical
CALL00428,INC0019,13.01296,77.630829,police,2025-12-10 10:44:04,+918803666685,0.94,13.013_77.631|police
CALL00429,INC0066,13.016838,77.610431,police,2025-12-11 09:30:06,+916709769334,0.84,13.017_77.61|police
CALL00430,INC0003,13.094212,77.614137,fire,2025-12-11 12:54:20,+916786929387,0.9,13.094_77.614|fire
CALL00431,INC0115,12.934089,77.659037,fire,2025-12-11 18:35:59,+918176528936,0.96,12.934_77.659|fire
CALL00432,INC0075,12.922729,77.551593,fire,2025-12-11 08:28:48,+917427414648,0.58,12.923_77.552|fire
CALL00433,INC0072,12.950343,77.566945,medical,2025-12-11 14:33:02,+918413926124,0.76,12.95_77.567|medical
CALL00434,INC0076,13.034989,77.500267,police,2025-12-10 10:17:26,+917281591924,0.93,13.035_77.5|police
CALL00435,INC0047,13.090605,77.697499,fire,2025-12-11 11:54:45,+919136002234,0.74,13.091_77.697|fire
CALL00436,INC0110,12.960747,77.630995,police,2025-12-10 21:26:36,+918351102750,0.79,12.961_77.631|police
CALL00437,INC0131,12.936956,77.602346,fire,2025-12-10 14:40:35,+919881779887,0.82,12.937_77.602|fire
CALL00438,INC0049,12.985476,77.623424,medical,2025-12-11 12:20:54,+918093577152,1.0,12.985_77.623|medical
CALL00439,INC0036,13.071822,77.547419,medical,2025-12-11 09:07:14,+917558197637,0.81,13.072_77.547|medical
CALL00440,INC0028,13.01441,77.599997,medical,2025-12-11 03:40:40,+918236643083,0.69,13.014_77.6|medical
CALL00441,INC0131,12.936416,77.603043,fire,2025-12-11 09:06:45,+918350317481,0.88,12.936_77.603|fire
CALL00442,INC0052,12.951972,77.523044,fire,2025-12-11 04:44:58,+916702267075,0.98,12.952_77.523|fire
CALL00443,INC0184,13.020257,77.604825,medical,2025-12-10 23:08:09,+919714453835,0.57,13.02_77.605|medical
CALL00444,INC0133,13.09619,77.53867,police,2025-12-11 14:35:12,+916687405510,0.67,13.096_77.539|police
CALL00445,INC0089,12.926187,77.629659,police,2025-12-10 22:20:20,+919408420885,0.83,12.926_77.63|police
CALL00446,INC0194,13.021072,77.612069,medical,2025-12-10 18:54:08,+919930138193,0.7,13.021_77.612|medical
CALL00447,INC0049,12.985866,77.623541,medical,2025-12-11 01:15:33,+919343308821,0.66,12.986_77.624|medical
CALL00448,INC0121,12.9902,77.681115,fire,2025-12-10 13:43:28,+919407884066,0.99,12.99_77.681|fire
CALL00449,INC0017,12.989278,77.659908,fire,2025-12-10 22:35:33,+916080540209,0.51,12.989_77.66|fire
CALL00450,INC0153,13.00337,77.613311,fire,2025-12-11 21:30:00,+918040376206,0.64,13.003_77.613|fire
CALL00451,INC0030,13.017734,77.601172,police,2025-12-11 18:34:36,+917111933723,0.81,13.018_77.601|police
CALL00452,INC0045,13.044925,77.680929,medical,2025-12-10 14:01:36,+918568070736,0.79,13.045_77.681|medical
CALL00453,INC0152,12.918169,77.584532,medical,2025-12-10 21:42:57,+919219292502,0.97,12.918_77.585|medical
CALL00454,INC0111,13.040136,77.540495,police,2025-12-11 13:30:36,+918741942473,0.6,13.04_77.54|police
CALL00455,INC0098,13.087818,77.518772,fire,2025-12-11 14:04:50,+918412033952,0.51,13.088_77.519|fire
CALL00456,INC0122,13.045091,77.542627,fire,2025-12-10 10:54:48,+917563640755,0.96,13.045_77.543|fire
CALL00457,INC0063,13.080168,77.591918,police,2025-12-10 15:37:00,+916872010466,0.53,13.08_77.592|police
CALL00458,INC0184,13.019652,77.605068,fire,2025-12-10 22:37:50,+918452368844,0.89,13.02_77.605|fire
CALL00459,INC0013,12.906199,77.656654,police,2025-12-11 07:12:18,+919278391110,0.55,12.906_77.657|police
CALL00460,INC0183,13.00731,77.566575,medical,2025-12-10 13:29:40,+916155435419,0.84,13.007_77.567|medical
CALL00461,INC0040,13.02135,77.589872,fire,2025-12-10 10:10:37,+918741059778,0.62,13.021_77.59|fire
CALL00462,INC0075,12.922788,77.551626,fire,2025-12-10 22:45:30,+918016949530,0.81,12.923_77.552|fire
CALL00463,INC0193,13.089418,77.694792,medical,2025-12-11 03:48:22,+918723633828,0.95,13.089_77.695|medical
CALL00464,INC0200,12.996698,77.604375,medical,2025-12-10 15:13:04,+918047293844,0.85,12.997_77.604|medical
CALL00465,INC0146,13.059511,77.542628,medical,2025-12-11 00:39:45,+916837083701,0.93,13.06_77.543|medical
CALL00466,INC0190,13.077204,77.514446,medical,2025-12-11 03:56:04,+918950377121,0.92,13.077_77.514|medical
CALL00467,INC0133,13.09633,77.538665,police,2025-12-11 09:25:32,+917639028016,0.99,13.096_77.539|police
CALL00468,INC0153,13.003834,77.61352,fire,2025-12-11 10:46:48,+919023123757,0.93,13.004_77.614|fire
CALL00469,INC0054,13.040195,77.624966,fire,2025-12-11 16:41:59,+918472973160,1.0,13.04_77.625|fire
CALL00470,INC0071,12.985023,77.608322,fire,2025-12-10 20:24:10,+917876326475,0.74,12.985_77.608|fire
CALL00471,INC0106,12.931152,77.593385,medical,2025-12-11 21:56:30,+919286987203,0.53,12.931_77.593|medical
CALL00472,INC0034,12.951502,77.502021,police,2025-12-11 15:43:44,+918349854903,0.75,12.952_77.502|police
CALL00473,INC0139,12.911188,77.618942,police,2025-12-10 17:19:43,+919468242323,0.52,12.911_77.619|police
CALL00474,INC0131,12.936974,77.602361,fire,2025-12-11 22:26:48,+919871936964,0.9,12.937_77.602|fire
CALL00475,INC0021,13.068432,77.56878,police,2025-12-10 10:54:10,+919893006558,0.58,13.068_77.569|police
CALL00476,INC0013,12.90643,77.656985,police,2025-12-11 15:59:52,+917048406731,0.78,12.906_77.657|police
CALL00477,INC0069,12.983816,77.688614,medical,2025-12-10 23:06:18,+916355571790,0.55,12.984_77.689|medical
CALL00478,INC0175,12.95268,77.540011,medical,2025-12-11 19:03:12,+917508540756,0.77,12.953_77.54|medical
CALL00479,INC0052,12.951831,77.523127,fire,2025-12-10 23:34:03,+919974486920,0.68,12.952_77.523|fire
CALL00480,INC0167,12.995325,77.658392,medical,2025-12-11 07:04:00,+917757777004,0.87,12.995_77.658|medical
CALL00481,INC0185,13.01217,77.574856,police,2025-12-11 16:52:06,+919487670880,0.99,13.012_77.575|police
CALL00482,INC0081,12.96598,77.571266,fire,2025-12-10 15:21:50,+916525705482,0.7,12.966_77.571|fire
CALL00483,INC0050,12.965825,77.655438,fire,2025-12-11 03:03:06,+918080249367,0.53,12.966_77.655|fire
CALL00484,INC0178,13.049911,77.532423,medical,2025-12-11 22:10:56,+916256409124,0.59,13.05_77.532|medical
CALL00485,INC0002,13.089766,77.605584,medical,2025-12-10 11:22:05,+917120490302,0.64,13.09_77.606|medical
